NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
1	all (pl.)	98	ALL
2	ant	587	ANT
3	ash	646	ASH
4	back (anatomical)	1291	BACK
5	bad	1292	BAD
6	bark (n.)	1204	BARK
7	belly	1251	BELLY
8	big	1202	BIG
9	bird	937	BIRD
10	bite	1403	BITE
11	bitter	887	BITTER
12	black	163	BLACK
13	blood	946	BLOOD
14	blow (v, of person)	175	BLOW (OF WIND)
15	bone	1394	BONE
16	breathe	1407	BREATHE
17	burn (intr)	1428	BURNING
18	burn (tr)	141	BURN (SOMETHING)
19	carry	700	CARRY
20	chest	1592	CHEST
21	child	2099	CHILD
22	claw	72	CLAW
23	cloud	1489	CLOUD
24	cold	1287	COLD
25	come	1446	COME
26	count	1420	COUNT
27	cut	1432	CUT
28	day (daytime)	1225	DAY (NOT NIGHT)
29	die	1494	DIE
30	dig	1418	DIG
31	dirty	1230	DIRTY
32	do	813	DO
33	dog	2009	DOG
34	drink	1401	DRINK
35	dry	1398	DRY
36	dust	2	DUST
37	ear	1247	EAR
38	earth	1228	EARTH (SOIL)
39	eat (tr)	1336	EAT
40	egg	744	EGG
41	eye	1248	EYE
42	fall	1280	FALL
43	far	1406	FAR
44	fat	323	FAT (ORGANIC SUBSTANCE)
45	father	1217	FATHER
46	fear	1419	FEAR (BE AFRAID)
47	feather	1201	FEATHER
48	fight (vb)	1423	FIGHT
49	fingernail	1258	FINGERNAIL
50	fire	221	FIRE
51	fish	227	FISH
52	five	493	FIVE
53	flower	239	FLOWER
54	fly (v)	1441	FLY (MOVE THROUGH AIR)
55	fly	1441	FLY (MOVE THROUGH AIR)
56	fog	249	FOG
57	foot	1301	FOOT
58	forest	420	FOREST
59	four	1500	FOUR
60	freeze	1431	FREEZE
61	fruit	1507	FRUIT
62	full	1429	FULL
63	give	1447	GIVE
64	go	695	GO
65	good	1035	GOOD
66	grass	606	GRASS
67	green	1425	GREEN
68	grind (flour)	1033	GRIND
69	hair (mass)	1040	HAIR
70	hand	1277	HAND
71	hard	1884	HARD
72	head	1256	HEAD
73	hear	1408	HEAR
74	heart	1223	HEART
75	heavy	1210	HEAVY
76	here	136	HERE
77	hide (tr)	602	HIDE (CONCEAL)
78	hit (once)	1433	HIT
79	horn	1393	HORN (ANATOMY)
80	hot	1286	HOT
81	house	1252	HOUSE
82	how	1239	HOW
83	hunt	1435	HUNT
84	I (OBL)	2301	ME
85	I	1209	I
86	ice	617	ICE
87	intestines, guts	1991	INTESTINES
88	kill	1417	KILL
89	knee	1371	KNEE
90	know	3626	KNOW
91	lake	624	LAKE
92	laugh	1355	LAUGH
93	leaf	628	LEAF
94	left	244	LEFT
95	leg	1297	LEG
96	lie	1411	LIE (REST)
97	live, exist	1422	BE ALIVE
98	liver	1224	LIVER
99	long	1203	LONG
100	louse	1392	LOUSE
101	man	1554	MAN
102	many	1198	MANY
103	meat	634	MEAT
104	moon	1313	MOON
105	mother	1216	MOTHER
106	mountain	639	MOUNTAIN
107	mouth (external)	674	MOUTH
108	name	1405	NAME
109	narrow	1267	NARROW
110	navel	1838	NAVEL
111	near	1942	NEAR
112	neck	1333	NECK
113	new	1231	NEW
114	night	1233	NIGHT
115	nose	1221	NOSE
116	not (indicative)	1240	NOT
117	one	1493	ONE
118	person	683	PERSON
119	play (tr)	1413	PLAY
120	pull	1455	PULL
121	push	1452	PUSH
122	rain	658	RAIN (PRECIPITATION)
123	red	156	RED
124	right	1019	RIGHT
125	river	666	RIVER
126	road	667	ROAD
127	root	670	ROOT
128	rotten	1728	ROTTEN
129	round	1395	ROUND
130	run	1519	RUN
131	salt	1274	SALT
132	sand	671	SAND
133	say	1458	SAY
134	scratch	1436	SCRATCH
135	sea	1474	SEA
136	see	1409	SEE
137	seed granule	714	SEED
138	sew	1457	SEW
139	shadow	1388	SHADE
140	sharp	1396	SHARP
141	short	1645	SHORT
142	sing	1261	SING
143	sit	1416	SIT
144	skin	763	SKIN
145	sky	1732	SKY
146	sleep	1585	SLEEP
147	small	1246	SMALL
148	smell (tr)	2124	SMELL
149	smoke	778	SMOKE (EXHAUST)
150	smooth	1234	SMOOTH
151	snake	730	SNAKE
152	snow	784	SNOW
153	spit	1440	SPIT
154	stand	1442	STAND
155	star	1430	STAR
156	stick	1295	STICK
157	stone	857	STONE
158	straight	1404	STRAIGHT
159	sun	1343	SUN
160	sweet	717	SWEET
161	swell	1573	SWELL
162	swim	1439	SWIM
163	tail	1220	TAIL
164	take	1749	TAKE
165	that (medial)	78	THAT
166	there (medial)	1937	THERE
167	they	817	THEY
168	thick	1244	THICK
169	thigh	471	UPPER LEG (THIGH)
170	thin	2308	THIN
171	think	2271	THINK
172	this	1214	THIS
173	thou (obl)	2304	THEE (OBLIQUE CASE OF YOU)
174	thou	1215	THOU
175	three	492	THREE
176	throw (v)	1456	THROW
177	tie (objects)	1917	TIE
178	tongue	1205	TONGUE
179	tooth	1380	TOOTH
180	tree	906	TREE
181	true	1657	TRUE
182	turn (tr.)	1588	TURN
183	two	1498	TWO
184	vomit	1278	VOMIT
185	walk	1443	WALK
186	warm	1232	WARM
187	wash	1453	WASH
188	water	948	WATER
189	we (exclusive)	1130	WE (EXCLUSIVE)
190	we (inclusive)	1131	WE (INCLUSIVE)
191	weep	1839	CRY
192	wet	1726	WET
193	what	1236	WHAT
194	when	1238	WHEN
195	where	1237	WHERE
196	white	1335	WHITE
197	who	1235	WHO
198	wide	1243	WIDE
199	wind	960	WIND
200	wing	1257	WING
201	with	1340	WITH
202	woman	962	WOMAN
203	worm	1219	WORM
204	year	1226	YEAR
205	yellow	1424	YELLOW
206	yesterday	1174	YESTERDAY
207	you (plural)	1213	YOU
